@/atom:SPCE/H   1       #"system.lt", line 15
$/atom:wat[631]/H2   1895       #"system.lt", line 4
$/atom:wat[631]/O   1896       #"system.lt", line 5
$/atom:wat[632]/H1   1897       #"system.lt", line 3
$/atom:wat[632]/H2   1898       #"system.lt", line 4
$/atom:wat[632]/O   1899       #"system.lt", line 5
$/atom:wat[633]/H1   1900       #"system.lt", line 3
$/atom:wat[633]/H2   1901       #"system.lt", line 4
$/atom:wat[633]/O   1902       #"system.lt", line 5
$/atom:wat[634]/H1   1903       #"system.lt", line 3
$/atom:wat[634]/H2   1904       #"system.lt", line 4
$/atom:wat[634]/O   1905       #"system.lt", line 5
$/atom:wat[635]/H1   1906       #"system.lt", line 3
$/atom:wat[635]/H2   1907       #"system.lt", line 4
$/atom:wat[635]/O   1908       #"system.lt", line 5
$/atom:wat[636]/H1   1909       #"system.lt", line 3
$/atom:wat[636]/H2   1910       #"system.lt", line 4
$/atom:wat[636]/O   1911       #"system.lt", line 5
$/atom:wat[637]/H1   1912       #"system.lt", line 3
$/atom:wat[637]/H2   1913       #"system.lt", line 4
$/atom:wat[637]/O   1914       #"system.lt", line 5
$/atom:wat[638]/H1   1915       #"system.lt", line 3
$/atom:wat[638]/H2   1916       #"system.lt", line 4
$/atom:wat[638]/O   1917       #"system.lt", line 5
$/atom:wat[639]/H1   1918       #"system.lt", line 3
$/atom:wat[639]/H2   1919       #"system.lt", line 4
$/atom:wat[639]/O   1920       #"system.lt", line 5
$/atom:wat[640]/H1   1921       #"system.lt", line 3
$/atom:wat[640]/H2   1922       #"system.lt", line 4
$/atom:wat[640]/O   1923       #"system.lt", line 5
$/atom:wat[641]/H1   1924       #"system.lt", line 3
$/atom:wat[641]/H2   1925       #"system.lt", line 4
$/atom:wat[641]/O   1926       #"system.lt", line 5
$/atom:wat[642]/H1   1927       #"system.lt", line 3
$/atom:wat[642]/H2   1928       #"system.lt", line 4
$/atom:wat[642]/O   1929       #"system.lt", line 5
$/atom:wat[643]/H1   1930       #"system.lt", line 3
$/atom:wat[643]/H2   1931       #"system.lt", line 4
$/atom:wat[643]/O   1932       #"system.lt", line 5
$/atom:wat[644]/H1   1933       #"system.lt", line 3
$/atom:wat[644]/H2   1934       #"system.lt", line 4
$/atom:wat[644]/O   1935       #"system.lt", line 5
$/atom:wat[645]/H1   1936       #"system.lt", line 3
$/atom:wat[645]/H2   1937       #"system.lt", line 4
$/atom:wat[645]/O   1938       #"system.lt", line 5
$/atom:wat[646]/H1   1939       #"system.lt", line 3
$/atom:wat[646]/H2   1940       #"system.lt", line 4
$/atom:wat[646]/O   1941       #"system.lt", line 5
$/atom:wat[647]/H1   1942       #"system.lt", line 3
$/atom:wat[647]/H2   1943       #"system.lt", line 4
$/atom:wat[647]/O   1944       #"system.lt", line 5
$/atom:wat[648]/H1   1945       #"system.lt", line 3
$/atom:wat[648]/H2   1946       #"system.lt", line 4
$/atom:wat[648]/O   1947       #"system.lt", line 5
$/atom:wat[649]/H1   1948       #"system.lt", line 3
$/atom:wat[649]/H2   1949       #"system.lt", line 4
$/atom:wat[649]/O   1950       #"system.lt", line 5
$/atom:wat[650]/H1   1951       #"system.lt", line 3
$/atom:wat[650]/H2   1952       #"system.lt", line 4
$/atom:wat[650]/O   1953       #"system.lt", line 5
$/atom:wat[651]/H1   1954       #"system.lt", line 3
$/atom:wat[651]/H2   1955       #"system.lt", line 4
$/atom:wat[651]/O   1956       #"system.lt", line 5
$/atom:wat[652]/H1   1957       #"system.lt", line 3
$/atom:wat[652]/H2   1958       #"system.lt", line 4
$/atom:wat[652]/O   1959       #"system.lt", line 5
$/atom:wat[653]/H1   1960       #"system.lt", line 3
$/atom:wat[653]/H2   1961       #"system.lt", line 4
$/atom:wat[653]/O   1962       #"system.lt", line 5
$/atom:wat[654]/H1   1963       #"system.lt", line 3
$/atom:wat[654]/H2   1964       #"system.lt", line 4
$/atom:wat[654]/O   1965       #"system.lt", line 5
$/atom:wat[655]/H1   1966       #"system.lt", line 3
$/atom:wat[655]/H2   1967       #"system.lt", line 4
$/atom:wat[655]/O   1968       #"system.lt", line 5
$/atom:wat[656]/H1   1969       #"system.lt", line 3
$/atom:wat[656]/H2   1970       #"system.lt", line 4
$/atom:wat[656]/O   1971       #"system.lt", line 5
$/atom:wat[657]/H1   1972       #"system.lt", line 3
$/atom:wat[657]/H2   1973       #"system.lt", line 4
$/atom:wat[657]/O   1974       #"system.lt", line 5
$/atom:wat[658]/H1   1975       #"system.lt", line 3
$/atom:wat[658]/H2   1976       #"system.lt", line 4
$/atom:wat[658]/O   1977       #"system.lt", line 5
$/atom:wat[659]/H1   1978       #"system.lt", line 3
$/atom:wat[659]/H2   1979       #"system.lt", line 4
$/atom:wat[659]/O   1980       #"system.lt", line 5
$/atom:wat[660]/H1   1981       #"system.lt", line 3
$/atom:wat[660]/H2   1982       #"system.lt", line 4
$/atom:wat[660]/O   1983       #"system.lt", line 5
$/atom:wat[661]/H1   1984       #"system.lt", line 3
$/atom:wat[661]/H2   1985       #"system.lt", line 4
$/atom:wat[661]/O   1986       #"system.lt", line 5
$/atom:wat[662]/H1   1987       #"system.lt", line 3
$/atom:wat[662]/H2   1988       #"system.lt", line 4
$/atom:wat[662]/O   1989       #"system.lt", line 5
$/atom:wat[663]/H1   1990       #"system.lt", line 3
$/atom:wat[663]/H2   1991       #"system.lt", line 4
$/atom:wat[663]/O   1992       #"system.lt", line 5
$/atom:wat[664]/H1   1993       #"system.lt", line 3
$/atom:wat[664]/H2   1994       #"system.lt", line 4
$/atom:wat[664]/O   1995       #"system.lt", line 5
$/atom:wat[665]/H1   1996       #"system.lt", line 3
$/atom:wat[665]/H2   1997       #"system.lt", line 4
$/atom:wat[665]/O   1998       #"system.lt", line 5
$/atom:wat[666]/H1   1999       #"system.lt", line 3
$/atom:wat[666]/H2   2000       #"system.lt", line 4
$/atom:wat[666]/O   2001       #"system.lt", line 5
$/atom:wat[667]/H1   2002       #"system.lt", line 3
$/atom:wat[667]/H2   2003       #"system.lt", line 4
$/atom:wat[667]/O   2004       #"system.lt", line 5
$/atom:wat[668]/H1   2005       #"system.lt", line 3
$/atom:wat[668]/H2   2006       #"system.lt", line 4
$/atom:wat[668]/O   2007       #"system.lt", line 5
$/atom:wat[669]/H1   2008       #"system.lt", line 3
$/atom:wat[669]/H2   2009       #"system.lt", line 4
$/atom:wat[669]/O   2010       #"system.lt", line 5
$/atom:wat[670]/H1   2011       #"system.lt", line 3
$/atom:wat[670]/H2   2012       #"system.lt", line 4
$/atom:wat[670]/O   2013       #"system.lt", line 5
$/atom:wat[671]/H1   2014       #"system.lt", line 3
$/atom:wat[671]/H2   2015       #"system.lt", line 4
$/atom:wat[671]/O   2016       #"system.lt", line 5
$/atom:wat[672]/H1   2017       #"system.lt", line 3
$/atom:wat[672]/H2   2018       #"system.lt", line 4
$/atom:wat[672]/O   2019       #"system.lt", line 5
$/atom:wat[673]/H1   2020       #"system.lt", line 3
$/atom:wat[673]/H2   2021       #"system.lt", line 4
$/atom:wat[673]/O   2022       #"system.lt", line 5
$/atom:wat[674]/H1   2023       #"system.lt", line 3
$/atom:wat[674]/H2   2024       #"system.lt", line 4
$/atom:wat[674]/O   2025       #"system.lt", line 5
$/atom:wat[675]/H1   2026       #"system.lt", line 3
$/atom:wat[675]/H2   2027       #"system.lt", line 4
$/atom:wat[675]/O   2028       #"system.lt", line 5
$/atom:wat[676]/H1   2029       #"system.lt", line 3
$/atom:wat[676]/H2   2030       #"system.lt", line 4
$/atom:wat[676]/O   2031       #"system.lt", line 5
$/atom:wat[677]/H1   2032       #"system.lt", line 3
$/atom:wat[677]/H2   2033       #"system.lt", line 4
$/atom:wat[677]/O   2034       #"system.lt", line 5
$/atom:wat[678]/H1   2035       #"system.lt", line 3
$/atom:wat[678]/H2   2036       #"system.lt", line 4
$/atom:wat[678]/O   2037       #"system.lt", line 5
$/atom:wat[679]/H1   2038       #"system.lt", line 3
$/atom:wat[679]/H2   2039       #"system.lt", line 4
$/atom:wat[679]/O   2040       #"system.lt", line 5
$/atom:wat[680]/H1   2041       #"system.lt", line 3
$/atom:wat[680]/H2   2042       #"system.lt", line 4
$/atom:wat[680]/O   2043       #"system.lt", line 5
$/atom:wat[681]/H1   2044       #"system.lt", line 3
$/atom:wat[681]/H2   2045       #"system.lt", line 4
$/atom:wat[681]/O   2046       #"system.lt", line 5
$/atom:wat[682]/H1   2047       #"system.lt", line 3
$/atom:wat[682]/H2   2048       #"system.lt", line 4
$/atom:wat[682]/O   2049       #"system.lt", line 5
$/atom:wat[683]/H1   2050       #"system.lt", line 3
$/atom:wat[683]/H2   2051       #"system.lt", line 4
$/atom:wat[683]/O   2052       #"system.lt", line 5
$/atom:wat[684]/H1   2053       #"system.lt", line 3
$/atom:wat[684]/H2   2054       #"system.lt", line 4
$/atom:wat[684]/O   2055       #"system.lt", line 5
$/atom:wat[685]/H1   2056       #"system.lt", line 3
$/atom:wat[685]/H2   2057       #"system.lt", line 4
$/atom:wat[685]/O   2058       #"system.lt", line 5
$/atom:wat[686]/H1   2059       #"system.lt", line 3
$/atom:wat[686]/H2   2060       #"system.lt", line 4
$/atom:wat[686]/O   2061       #"system.lt", line 5
$/atom:wat[687]/H1   2062       #"system.lt", line 3
$/atom:wat[687]/H2   2063       #"system.lt", line 4
$/atom:wat[687]/O   2064       #"system.lt", line 5
$/atom:wat[688]/H1   2065       #"system.lt", line 3
$/atom:wat[688]/H2   2066       #"system.lt", line 4
$/atom:wat[688]/O   2067       #"system.lt", line 5
$/atom:wat[689]/H1   2068       #"system.lt", line 3
$/atom:wat[689]/H2   2069       #"system.lt", line 4
$/atom:wat[689]/O   2070       #"system.lt", line 5
$/atom:wat[690]/H1   2071       #"system.lt", line 3
$/atom:wat[690]/H2   2072       #"system.lt", line 4
$/atom:wat[690]/O   2073       #"system.lt", line 5
$/atom:wat[691]/H1   2074       #"system.lt", line 3
$/atom:wat[691]/H2   2075       #"system.lt", line 4
$/atom:wat[691]/O   2076       #"system.lt", line 5
$/atom:wat[692]/H1   2077       #"system.lt", line 3
$/atom:wat[692]/H2   2078       #"system.lt", line 4
$/atom:wat[692]/O   2079       #"system.lt", line 5
$/atom:wat[693]/H1   2080       #"system.lt", line 3
$/atom:wat[693]/H2   2081       #"system.lt", line 4
$/atom:wat[693]/O   2082       #"system.lt", line 5
$/atom:wat[694]/H1   2083       #"system.lt", line 3
$/atom:wat[694]/H2   2084       #"system.lt", line 4
$/atom:wat[694]/O   2085       #"system.lt", line 5
$/atom:wat[695]/H1   2086       #"system.lt", line 3
$/atom:wat[695]/H2   2087       #"system.lt", line 4
$/atom:wat[695]/O   2088       #"system.lt", line 5
$/atom:wat[696]/H1   2089       #"system.lt", line 3
$/atom:wat[696]/H2   2090       #"system.lt", line 4
$/atom:wat[696]/O   2091       #"system.lt", line 5
$/atom:wat[697]/H1   2092       #"system.lt", line 3
$/atom:wat[697]/H2   2093       #"system.lt", line 4
$/atom:wat[697]/O   2094       #"system.lt", line 5
$/atom:wat[698]/H1   2095       #"system.lt", line 3
$/atom:wat[698]/H2   2096       #"system.lt", line 4
$/atom:wat[698]/O   2097       #"system.lt", line 5
$/atom:wat[699]/H1   2098       #"system.lt", line 3
$/atom:wat[699]/H2   2099       #"system.lt", line 4
$/atom:wat[699]/O   2100       #"system.lt", line 5
$/atom:wat[700]/H1   2101       #"system.lt", line 3
$/atom:wat[700]/H2   2102       #"system.lt", line 4
$/atom:wat[700]/O   2103       #"system.lt", line 5
$/atom:wat[701]/H1   2104       #"system.lt", line 3
$/atom:wat[701]/H2   2105       #"system.lt", line 4
$/atom:wat[701]/O   2106       #"system.lt", line 5
$/atom:wat[702]/H1   2107       #"system.lt", line 3
$/atom:wat[702]/H2   2108       #"system.lt", line 4
$/atom:wat[702]/O   2109       #"system.lt", line 5
$/atom:wat[703]/H1   2110       #"system.lt", line 3
$/atom:wat[703]/H2   2111       #"system.lt", line 4
$/atom:wat[703]/O   2112       #"system.lt", line 5
$/atom:wat[704]/H1   2113       #"system.lt", line 3
$/atom:wat[704]/H2   2114       #"system.lt", line 4
$/atom:wat[704]/O   2115       #"system.lt", line 5
$/atom:wat[705]/H1   2116       #"system.lt", line 3
$/atom:wat[705]/H2   2117       #"system.lt", line 4
$/atom:wat[705]/O   2118       #"system.lt", line 5
$/atom:wat[706]/H1   2119       #"system.lt", line 3
$/atom:wat[706]/H2   2120       #"system.lt", line 4
$/atom:wat[706]/O   2121       #"system.lt", line 5
$/atom:wat[707]/H1   2122       #"system.lt", line 3
$/atom:wat[707]/H2   2123       #"system.lt", line 4
$/atom:wat[707]/O   2124       #"system.lt", line 5
$/atom:wat[708]/H1   2125       #"system.lt", line 3
$/atom:wat[708]/H2   2126       #"system.lt", line 4
$/atom:wat[708]/O   2127       #"system.lt", line 5
$/atom:wat[709]/H1   2128       #"system.lt", line 3
$/atom:wat[709]/H2   2129       #"system.lt", line 4
$/atom:wat[709]/O   2130       #"system.lt", line 5
$/atom:wat[710]/H1   2131       #"system.lt", line 3
$/atom:wat[710]/H2   2132       #"system.lt", line 4
$/atom:wat[710]/O   2133       #"system.lt", line 5
$/atom:wat[711]/H1   2134       #"system.lt", line 3
$/atom:wat[711]/H2   2135       #"system.lt", line 4
$/atom:wat[711]/O   2136       #"system.lt", line 5
$/atom:wat[712]/H1   2137       #"system.lt", line 3
$/atom:wat[712]/H2   2138       #"system.lt", line 4
$/atom:wat[712]/O   2139       #"system.lt", line 5
$/atom:wat[713]/H1   2140       #"system.lt", line 3
$/atom:wat[713]/H2   2141       #"system.lt", line 4
$/atom:wat[713]/O   2142       #"system.lt", line 5
$/atom:wat[714]/H1   2143       #"system.lt", line 3
$/atom:wat[714]/H2   2144       #"system.lt", line 4
$/atom:wat[714]/O   2145       #"system.lt", line 5
$/atom:wat[715]/H1   2146       #"system.lt", line 3
$/atom:wat[715]/H2   2147       #"system.lt", line 4
$/atom:wat[715]/O   2148       #"system.lt", line 5
$/atom:wat[716]/H1   2149       #"system.lt", line 3
$/atom:wat[716]/H2   2150       #"system.lt", line 4
$/atom:wat[716]/O   2151       #"system.lt", line 5
$/atom:wat[717]/H1   2152       #"system.lt", line 3
$/atom:wat[717]/H2   2153       #"system.lt", line 4
$/atom:wat[717]/O   2154       #"system.lt", line 5
$/atom:wat[718]/H1   2155       #"system.lt", line 3
$/atom:wat[718]/H2   2156       #"system.lt", line 4
$/atom:wat[718]/O   2157       #"system.lt", line 5
$/atom:wat[719]/H1   2158       #"system.lt", line 3
$/atom:wat[719]/H2   2159       #"system.lt", line 4
$/atom:wat[719]/O   2160       #"system.lt", line 5
$/atom:wat[720]/H1   2161       #"system.lt", line 3
$/atom:wat[720]/H2   2162       #"system.lt", line 4
$/atom:wat[720]/O   2163       #"system.lt", line 5
$/atom:wat[721]/H1   2164       #"system.lt", line 3
$/atom:wat[721]/H2   2165       #"system.lt", line 4
$/atom:wat[721]/O   2166       #"system.lt", line 5
$/atom:wat[722]/H1   2167       #"system.lt", line 3
$/atom:wat[722]/H2   2168       #"system.lt", line 4
$/atom:wat[722]/O   2169       #"system.lt", line 5
$/atom:wat[723]/H1   2170       #"system.lt", line 3
$/atom:wat[723]/H2   2171       #"system.lt", line 4
$/atom:wat[723]/O   2172       #"system.lt", line 5
$/atom:wat[724]/H1   2173       #"system.lt", line 3
$/atom:wat[724]/H2   2174       #"system.lt", line 4
$/atom:wat[724]/O   2175       #"system.lt", line 5
$/atom:wat[725]/H1   2176       #"system.lt", line 3
$/atom:wat[725]/H2   2177       #"system.lt", line 4
$/atom:wat[725]/O   2178       #"system.lt", line 5
$/atom:wat[726]/H1   2179       #"system.lt", line 3
$/atom:wat[726]/H2   2180       #"system.lt", line 4
$/atom:wat[726]/O   2181       #"system.lt", line 5
$/atom:wat[727]/H1   2182       #"system.lt", line 3
$/atom:wat[727]/H2   2183       #"system.lt", line 4
$/atom:wat[727]/O   2184       #"system.lt", line 5
$/atom:wat[728]/H1   2185       #"system.lt", line 3
$/atom:wat[728]/H2   2186       #"system.lt", line 4
$/atom:wat[728]/O   2187       #"system.lt", line 5
$/atom:wat[729]/H1   2188       #"system.lt", line 3
$/atom:wat[729]/H2   2189       #"system.lt", line 4
$/atom:wat[729]/O   2190       #"system.lt", line 5
$/atom:wat[730]/H1   2191       #"system.lt", line 3
$/atom:wat[730]/H2   2192       #"system.lt", line 4
$/atom:wat[730]/O   2193       #"system.lt", line 5
$/atom:wat[731]/H1   2194       #"system.lt", line 3
$/atom:wat[731]/H2   2195       #"system.lt", line 4
$/atom:wat[731]/O   2196       #"system.lt", line 5
$/atom:wat[732]/H1   2197       #"system.lt", line 3
$/atom:wat[732]/H2   2198       #"system.lt", line 4
$/atom:wat[732]/O   2199       #"system.lt", line 5
$/atom:wat[733]/H1   2200       #"system.lt", line 3
$/atom:wat[733]/H2   2201       #"system.lt", line 4
$/atom:wat[733]/O   2202       #"system.lt", line 5
$/atom:wat[734]/H1   2203       #"system.lt", line 3
$/atom:wat[734]/H2   2204       #"system.lt", line 4
$/atom:wat[734]/O   2205       #"system.lt", line 5
$/atom:wat[735]/H1   2206       #"system.lt", line 3
$/atom:wat[735]/H2   2207       #"system.lt", line 4
$/atom:wat[735]/O   2208       #"system.lt", line 5
$/atom:wat[736]/H1   2209       #"system.lt", line 3
$/atom:wat[736]/H2   2210       #"system.lt", line 4
$/atom:wat[736]/O   2211       #"system.lt", line 5
$/atom:wat[737]/H1   2212       #"system.lt", line 3
$/atom:wat[737]/H2   2213       #"system.lt", line 4
$/atom:wat[737]/O   2214       #"system.lt", line 5
$/atom:wat[738]/H1   2215       #"system.lt", line 3
$/atom:wat[738]/H2   2216       #"system.lt", line 4
$/atom:wat[738]/O   2217       #"system.lt", line 5
$/atom:wat[739]/H1   2218       #"system.lt", line 3
$/atom:wat[739]/H2   2219       #"system.lt", line 4
$/atom:wat[739]/O   2220       #"system.lt", line 5
$/atom:wat[740]/H1   2221       #"system.lt", line 3
$/atom:wat[740]/H2   2222       #"system.lt", line 4
$/atom:wat[740]/O   2223       #"system.lt", line 5
$/atom:wat[741]/H1   2224       #"system.lt", line 3
$/atom:wat[741]/H2   2225       #"system.lt", line 4
$/atom:wat[741]/O   2226       #"system.lt", line 5
$/atom:wat[742]/H1   2227       #"system.lt", line 3
$/atom:wat[742]/H2   2228       #"system.lt", line 4
$/atom:wat[742]/O   2229       #"system.lt", line 5
$/atom:wat[743]/H1   2230       #"system.lt", line 3
$/atom:wat[743]/H2   2231       #"system.lt", line 4
$/atom:wat[743]/O   2232       #"system.lt", line 5
$/atom:wat[744]/H1   2233       #"system.lt", line 3
$/atom:wat[744]/H2   2234       #"system.lt", line 4
$/atom:wat[744]/O   2235       #"system.lt", line 5
$/atom:wat[745]/H1   2236       #"system.lt", line 3
$/atom:wat[745]/H2   2237       #"system.lt", line 4
$/atom:wat[745]/O   2238       #"system.lt", line 5
$/atom:wat[746]/H1   2239       #"system.lt", line 3
$/atom:wat[746]/H2   2240       #"system.lt", line 4
$/atom:wat[746]/O   2241       #"system.lt", line 5
$/atom:wat[747]/H1   2242       #"system.lt", line 3
$/atom:wat[747]/H2   2243       #"system.lt", line 4
$/atom:wat[747]/O   2244       #"system.lt", line 5
